Book_ID,Title,Author,Genre,SubGenre,Weights,Publisher,Pacing,Gender,Age_Group,language,era
310,Z,Q,tech,novel,299,CRC,fast,male,old,hindi,modern
311,O,R,science,novel,155,Penguin,fast,male,old,hindi,modern
312,C,B,nonfiction,classic,264,Springer,medium,others,old,english,medieval
313,Q,X,fiction,misc,292,Penguin,fast,female,old,hindi,modern
314,G,H,philosophy,misc,343,Apress,fast,female,adult,hindi,modern
315,H,L,nonfiction,classic,272,Springer,fast,female,old,english,modern
316,C,L,philosophy,novel,242,Wiley,medium,male,old,english,modern
317,G,S,nonfiction,autobiography,200,Wiley,medium,male,adult,hindi,medieval
318,L,R,nonfiction,novel,290,Penguin,medium,others,old,english,modern
319,J,C,nonfiction,signal_processing,327,Apress,medium,male,adult,hindi,medieval
320,B,R,fiction,autobiography,153,Wiley,medium,female,adult,english,modern
321,U,R,tech,psychology,255,Springer,slow,female,adult,hindi,medieval
322,O,N,fiction,novel,267,Springer,slow,female,old,english,ancient
323,V,Z,tech,psychology,150,HarperCollins,fast,others,child,english,modern
324,Z,A,tech,autobiography,289,Orient Blackswan,slow,male,child,english,modern
325,A,C,tech,history,230,CRC,fast,male,old,hindi,ancient
326,O,Y,nonfiction,computer_science,310,Penguin,fast,female,child,hindi,ancient
327,F,K,fiction,comic,298,Apress,fast,male,old,english,medieval
328,H,L,tech,comic,334,Orient Blackswan,fast,female,adult,hindi,ancient
329,N,Q,fiction,classic,257,CRC,medium,female,child,hindi,medieval
330,P,E,science,signal_processing,319,HarperCollins,slow,female,adult,hindi,modern
331,H,F,science,comic,282,Penguin,slow,female,adult,english,modern
332,Q,H,philosophy,trivia,303,HarperCollins,medium,others,adult,english,ancient
333,S,Z,tech,autobiography,173,Penguin,fast,others,child,english,medieval
334,Z,D,science,comic,219,Springer,fast,others,child,hindi,medieval
335,W,J,tech,novel,299,Penguin,slow,female,child,hindi,ancient
336,X,N,philosophy,novel,311,HarperCollins,medium,male,child,english,modern
337,P,T,science,autobiography,189,Wiley,medium,others,child,hindi,ancient
338,S,H,nonfiction,trivia,321,HarperCollins,slow,male,adult,english,modern
339,L,T,nonfiction,novel,260,Penguin,slow,female,old,hindi,modern
340,N,S,tech,history,311,Wiley,fast,male,child,english,modern
341,R,Z,nonfiction,mathematics,270,Wiley,medium,female,child,english,medieval
342,Z,N,science,classic,265,Springer,medium,female,old,hindi,modern
343,Q,T,nonfiction,trivia,225,Orient Blackswan,slow,male,child,hindi,ancient
344,J,W,science,psychology,213,HarperCollins,fast,others,adult,english,ancient
345,H,U,fiction,mathematics,210,Springer,medium,male,child,hindi,ancient
346,Z,H,science,autobiography,299,Penguin,slow,female,child,english,medieval
347,L,J,nonfiction,computer_science,257,HarperCollins,slow,female,adult,hindi,modern
348,P,N,science,trivia,212,Springer,slow,others,child,hindi,medieval
349,L,A,fiction,data_science,239,HarperCollins,fast,others,old,english,ancient
350,U,O,science,psychology,234,Penguin,slow,female,old,hindi,modern
351,R,G,philosophy,trivia,167,Springer,medium,male,adult,hindi,ancient
352,H,R,science,classic,344,Apress,fast,male,adult,english,modern
353,K,D,tech,comic,151,Orient Blackswan,medium,male,old,hindi,modern
354,M,F,philosophy,signal_processing,168,CRC,fast,others,old,english,ancient
355,H,T,science,classic,284,Springer,slow,others,old,hindi,modern
356,K,F,nonfiction,physics,184,Penguin,fast,male,old,hindi,ancient
357,C,G,nonfiction,psychology,280,Apress,fast,male,old,english,medieval
358,O,D,philosophy,economics,184,Penguin,medium,male,child,english,medieval
359,U,S,nonfiction,computer_science,168,Wiley,slow,male,child,hindi,ancient
360,P,W,philosophy,comic,187,CRC,fast,female,old,english,ancient
361,E,H,fiction,trivia,153,CRC,fast,others,adult,english,medieval
362,B,X,science,economics,253,Penguin,fast,others,old,hindi,modern
363,H,F,science,legal,292,Wiley,medium,others,old,hindi,ancient
364,W,I,science,history,328,Penguin,fast,female,old,english,modern
365,C,C,nonfiction,signal_processing,322,CRC,fast,female,child,hindi,medieval
366,F,Q,philosophy,classic,241,Penguin,medium,female,child,hindi,medieval
367,T,X,fiction,economics,290,Penguin,fast,others,child,hindi,modern
368,S,Y,tech,signal_processing,313,CRC,medium,female,adult,hindi,modern
369,X,X,tech,mathematics,165,Orient Blackswan,slow,female,adult,english,ancient
370,G,R,fiction,trivia,200,Springer,medium,female,child,hindi,medieval
371,H,S,science,misc,227,CRC,slow,others,old,english,medieval
372,Q,W,nonfiction,misc,237,CRC,slow,male,old,hindi,medieval
373,H,E,tech,autobiography,316,Wiley,medium,male,old,hindi,ancient
374,Z,O,tech,legal,302,Penguin,medium,others,child,english,modern
375,Z,U,science,mathematics,300,Wiley,medium,male,adult,english,modern
376,P,Y,fiction,trivia,328,Springer,medium,female,adult,hindi,ancient
377,Z,V,nonfiction,novel,252,Springer,slow,others,child,hindi,ancient
378,K,G,tech,novel,159,HarperCollins,slow,female,old,hindi,ancient
379,E,N,nonfiction,computer_science,191,Wiley,medium,male,adult,english,ancient
380,M,X,philosophy,signal_processing,293,Apress,medium,others,adult,english,medieval
381,H,U,science,comic,243,Springer,medium,female,old,hindi,modern
382,X,W,nonfiction,signal_processing,160,Orient Blackswan,slow,female,child,english,medieval
383,T,O,fiction,classic,288,CRC,medium,male,child,hindi,medieval
384,T,X,fiction,data_science,197,Penguin,medium,female,adult,hindi,medieval
385,M,B,tech,autobiography,330,Penguin,slow,male,child,hindi,modern
386,C,H,philosophy,history,174,HarperCollins,medium,others,child,english,ancient
387,E,F,science,mathematics,231,Orient Blackswan,fast,male,child,hindi,modern
388,O,J,nonfiction,computer_science,261,Penguin,medium,female,old,english,ancient
389,R,N,philosophy,novel,208,Orient Blackswan,slow,female,child,hindi,modern
390,Y,Z,science,data_science,201,Orient Blackswan,slow,female,old,english,modern
391,G,F,tech,mathematics,298,Penguin,fast,others,child,hindi,ancient
392,V,W,nonfiction,economics,163,Penguin,medium,male,old,hindi,ancient
393,B,Z,nonfiction,history,304,Apress,slow,male,adult,english,ancient
394,P,N,nonfiction,mathematics,241,Penguin,medium,others,old,hindi,medieval
395,T,F,tech,legal,342,Springer,fast,others,old,english,medieval
396,F,B,fiction,misc,228,Orient Blackswan,fast,others,adult,english,medieval
397,V,D,nonfiction,signal_processing,284,Springer,medium,male,child,english,modern
398,O,E,fiction,mathematics,282,Apress,slow,female,child,english,ancient
399,Z,Z,tech,history,344,Penguin,medium,female,adult,english,medieval
400,S,B,philosophy,physics,299,HarperCollins,slow,male,old,hindi,modern
401,W,V,philosophy,psychology,332,Penguin,slow,male,child,english,modern
402,H,S,philosophy,signal_processing,221,Penguin,fast,male,adult,hindi,ancient
403,J,Z,nonfiction,classic,187,Wiley,medium,male,adult,english,medieval
404,D,Z,tech,computer_science,250,Springer,fast,others,child,english,ancient
405,G,G,philosophy,classic,325,Orient Blackswan,fast,female,adult,english,ancient
406,K,W,philosophy,signal_processing,289,Wiley,medium,male,adult,hindi,medieval
407,U,A,science,data_science,181,Wiley,slow,female,adult,english,modern
408,H,D,tech,legal,179,Penguin,slow,female,old,english,ancient
409,X,C,tech,novel,299,HarperCollins,fast,male,adult,hindi,medieval
410,B,P,fiction,legal,174,Penguin,fast,others,child,hindi,modern
411,T,A,tech,legal,323,Wiley,slow,male,child,english,modern
412,G,Y,nonfiction,misc,344,CRC,medium,others,adult,english,ancient
413,Y,L,philosophy,legal,184,CRC,medium,male,adult,english,ancient
414,P,Q,tech,computer_science,261,CRC,slow,female,adult,english,medieval
415,Z,X,science,history,191,Wiley,fast,female,child,english,modern
416,M,P,fiction,novel,165,Penguin,slow,male,old,english,ancient
417,R,Z,tech,mathematics,237,Wiley,slow,female,old,hindi,medieval
418,D,E,nonfiction,novel,224,Orient Blackswan,fast,female,old,hindi,medieval
419,D,Y,science,computer_science,276,Springer,slow,others,adult,hindi,medieval
420,K,M,philosophy,trivia,247,CRC,medium,male,old,english,modern
421,D,G,philosophy,signal_processing,228,HarperCollins,medium,male,adult,english,medieval
422,L,G,fiction,novel,224,Orient Blackswan,slow,female,old,hindi,modern
423,H,J,nonfiction,psychology,260,Penguin,medium,male,adult,english,ancient
424,G,F,tech,history,334,Penguin,slow,female,child,hindi,medieval
425,A,T,philosophy,data_science,267,CRC,slow,others,old,english,medieval
426,A,Q,nonfiction,misc,252,CRC,fast,male,adult,hindi,medieval
427,O,G,nonfiction,novel,213,CRC,slow,female,child,english,medieval
428,V,W,tech,mathematics,202,Penguin,slow,others,old,hindi,ancient
429,O,U,philosophy,computer_science,336,Orient Blackswan,slow,male,adult,english,medieval
430,N,I,fiction,economics,159,Penguin,slow,others,adult,hindi,modern
431,Q,Z,tech,misc,303,Orient Blackswan,fast,others,adult,hindi,medieval
432,K,Q,fiction,economics,319,Penguin,fast,male,old,hindi,ancient
433,W,C,nonfiction,history,230,Penguin,medium,female,old,hindi,ancient
434,B,Z,philosophy,physics,340,Orient Blackswan,medium,male,adult,english,modern
435,Q,R,fiction,physics,171,Orient Blackswan,slow,others,adult,english,modern
436,F,K,nonfiction,trivia,157,Wiley,slow,male,child,english,ancient
437,L,X,philosophy,physics,232,Orient Blackswan,medium,others,child,hindi,ancient
438,K,T,science,trivia,202,Orient Blackswan,fast,female,old,hindi,medieval
439,M,P,philosophy,data_science,187,Penguin,medium,female,old,hindi,medieval
440,K,B,fiction,autobiography,333,Apress,fast,male,adult,hindi,modern
441,L,J,nonfiction,physics,226,CRC,slow,male,adult,english,ancient
442,G,R,tech,autobiography,160,HarperCollins,slow,others,adult,english,ancient
443,Q,B,science,misc,327,CRC,slow,others,child,english,modern
444,M,W,tech,signal_processing,261,Springer,fast,male,old,hindi,medieval
445,V,H,tech,classic,223,Wiley,slow,male,child,english,medieval
446,Q,Y,nonfiction,data_science,321,CRC,slow,male,old,english,modern
447,A,L,fiction,signal_processing,276,CRC,medium,female,adult,hindi,modern
448,O,G,nonfiction,autobiography,262,Penguin,medium,others,old,english,medieval
449,V,F,science,autobiography,347,Penguin,slow,male,adult,english,medieval
450,D,M,philosophy,psychology,202,HarperCollins,fast,male,child,hindi,medieval
451,Z,V,tech,trivia,159,Apress,fast,others,old,hindi,medieval
452,B,L,tech,autobiography,225,Orient Blackswan,fast,male,child,hindi,ancient
453,O,S,fiction,comic,228,Wiley,slow,male,adult,english,medieval
454,G,E,fiction,novel,221,Wiley,fast,female,child,english,medieval
455,H,Q,nonfiction,history,210,Apress,medium,others,child,hindi,modern
456,R,N,nonfiction,legal,346,CRC,slow,others,child,hindi,ancient
457,J,U,science,economics,276,CRC,slow,female,child,english,ancient
458,V,Y,science,economics,225,Orient Blackswan,slow,female,child,english,ancient
459,M,L,fiction,autobiography,198,Penguin,medium,others,child,hindi,modern
460,Z,Q,tech,physics,262,Springer,fast,female,old,hindi,medieval
461,L,I,nonfiction,novel,234,Apress,fast,female,old,english,ancient
462,C,L,tech,history,303,CRC,fast,male,old,hindi,ancient
463,M,G,fiction,history,183,Orient Blackswan,fast,others,old,hindi,ancient
464,J,K,fiction,economics,266,HarperCollins,fast,male,adult,english,medieval
465,F,M,tech,classic,294,Penguin,medium,female,child,hindi,ancient
466,C,A,tech,computer_science,157,HarperCollins,fast,others,child,english,modern
467,O,W,fiction,psychology,273,HarperCollins,slow,male,old,hindi,medieval
468,T,J,philosophy,novel,328,Wiley,medium,male,child,hindi,medieval
469,M,T,science,autobiography,209,Apress,fast,others,child,hindi,ancient
470,B,L,fiction,novel,262,Penguin,medium,others,child,hindi,modern
471,D,K,nonfiction,data_science,311,Wiley,slow,male,child,hindi,medieval
472,A,E,tech,physics,238,CRC,medium,others,adult,english,medieval
473,J,C,fiction,signal_processing,272,Orient Blackswan,slow,female,adult,hindi,medieval
474,U,L,tech,history,288,CRC,medium,male,adult,hindi,modern
475,O,B,science,mathematics,349,HarperCollins,fast,male,adult,english,ancient
476,G,L,nonfiction,computer_science,297,CRC,medium,others,old,english,ancient
477,M,L,fiction,psychology,211,Springer,fast,others,child,english,medieval
478,Q,O,nonfiction,physics,227,Wiley,fast,others,child,english,ancient
479,W,S,fiction,computer_science,209,Apress,fast,others,adult,hindi,modern
480,H,Q,science,psychology,209,Apress,slow,others,old,hindi,medieval
481,U,C,nonfiction,legal,231,Penguin,slow,male,adult,hindi,modern
482,X,P,nonfiction,data_science,170,CRC,fast,others,child,english,ancient
483,I,D,philosophy,psychology,284,Springer,medium,male,child,hindi,modern
484,K,U,science,economics,309,Penguin,slow,female,old,english,medieval
485,G,T,science,autobiography,242,CRC,slow,male,adult,hindi,ancient
486,S,V,nonfiction,data_science,296,Penguin,slow,female,adult,hindi,medieval
487,B,J,tech,physics,305,Penguin,medium,female,child,english,modern
488,P,P,tech,history,320,Orient Blackswan,medium,others,old,hindi,ancient
489,P,W,fiction,comic,323,Penguin,fast,others,old,english,ancient
490,Q,V,nonfiction,mathematics,305,Penguin,medium,female,child,english,medieval
491,O,F,nonfiction,computer_science,232,Penguin,fast,male,old,hindi,modern
492,C,E,science,history,207,Wiley,fast,female,child,hindi,medieval
493,U,G,fiction,legal,259,Penguin,medium,female,adult,english,modern
494,A,O,philosophy,mathematics,218,CRC,slow,male,adult,english,ancient
495,M,R,philosophy,legal,275,HarperCollins,medium,female,adult,english,modern
496,A,S,fiction,psychology,155,Orient Blackswan,medium,female,adult,english,ancient
497,E,O,philosophy,data_science,225,Wiley,slow,female,old,hindi,ancient
498,A,N,nonfiction,history,199,Springer,fast,others,old,english,ancient
499,T,D,nonfiction,comic,333,Orient Blackswan,fast,others,child,english,modern
500,T,J,nonfiction,data_science,236,Apress,medium,male,child,hindi,medieval
501,D,B,science,misc,263,Apress,medium,others,old,english,ancient
502,W,N,nonfiction,psychology,246,Orient Blackswan,slow,male,adult,hindi,ancient
503,V,O,nonfiction,economics,324,Orient Blackswan,medium,others,child,english,modern
504,O,D,tech,economics,186,Orient Blackswan,slow,female,adult,english,modern
505,S,Y,nonfiction,trivia,184,Penguin,fast,female,old,hindi,modern
506,J,P,tech,comic,275,Wiley,medium,male,adult,english,medieval
507,W,P,nonfiction,data_science,333,Penguin,slow,female,adult,hindi,ancient
508,E,L,fiction,novel,246,Apress,slow,male,adult,english,modern
509,Z,F,philosophy,classic,304,Wiley,fast,male,old,hindi,medieval
510,V,J,fiction,signal_processing,345,HarperCollins,slow,female,old,english,ancient
511,O,E,tech,computer_science,257,CRC,medium,male,child,english,ancient
512,V,I,nonfiction,comic,185,Penguin,medium,female,adult,hindi,modern
513,S,Y,science,data_science,165,Wiley,medium,male,child,hindi,medieval
514,Y,H,tech,trivia,343,Penguin,medium,female,adult,english,ancient
515,I,E,science,signal_processing,345,CRC,slow,male,adult,english,medieval
516,Y,T,fiction,data_science,257,CRC,slow,others,old,hindi,modern
517,Q,F,nonfiction,comic,290,CRC,slow,male,child,english,medieval
518,L,O,science,mathematics,252,Wiley,fast,female,adult,hindi,ancient
519,P,I,fiction,psychology,227,Penguin,slow,others,old,hindi,modern
520,I,D,philosophy,physics,263,Apress,medium,others,child,hindi,modern
521,B,L,tech,history,160,Penguin,fast,others,child,english,ancient
522,G,P,science,economics,262,Springer,slow,male,adult,english,medieval
523,K,H,tech,psychology,273,Apress,fast,female,child,hindi,ancient
524,W,R,fiction,economics,221,Springer,fast,others,adult,english,modern
525,I,D,science,computer_science,282,HarperCollins,fast,others,child,hindi,ancient
526,Y,A,tech,history,198,Penguin,medium,male,child,english,modern
527,Y,L,philosophy,autobiography,178,Penguin,medium,male,child,hindi,modern
528,N,T,tech,classic,309,HarperCollins,medium,male,child,hindi,ancient
529,B,Q,nonfiction,autobiography,199,Orient Blackswan,fast,female,child,hindi,ancient
530,R,O,philosophy,classic,313,Apress,medium,others,adult,hindi,medieval
531,G,D,nonfiction,novel,195,HarperCollins,medium,female,child,english,modern
532,G,R,tech,comic,313,Orient Blackswan,fast,male,child,english,medieval
533,P,B,tech,economics,209,Springer,slow,male,old,hindi,modern
534,B,R,science,mathematics,322,Apress,slow,female,adult,hindi,modern
535,V,W,nonfiction,signal_processing,301,HarperCollins,medium,others,adult,english,medieval
536,I,B,fiction,computer_science,195,Wiley,slow,others,old,hindi,modern
537,M,I,nonfiction,legal,199,Apress,medium,male,child,english,medieval
538,T,L,tech,physics,284,Orient Blackswan,medium,female,old,english,medieval
539,O,O,philosophy,classic,243,Apress,medium,male,adult,english,medieval
540,N,P,nonfiction,comic,154,Wiley,fast,male,child,hindi,ancient
541,O,W,science,data_science,231,Apress,slow,others,old,hindi,ancient
542,C,S,tech,misc,150,CRC,medium,female,adult,hindi,modern
543,J,X,fiction,physics,341,Penguin,fast,others,old,hindi,ancient
544,H,W,nonfiction,physics,247,Apress,slow,male,old,hindi,modern
545,D,C,tech,classic,344,Penguin,medium,others,child,english,modern
546,T,C,nonfiction,mathematics,288,HarperCollins,slow,others,adult,hindi,medieval
547,H,R,philosophy,trivia,154,Orient Blackswan,fast,others,old,english,medieval
548,T,J,tech,economics,236,Apress,slow,others,child,hindi,modern
549,E,S,science,history,343,HarperCollins,medium,female,child,hindi,medieval
550,X,B,philosophy,data_science,184,Penguin,slow,female,adult,english,ancient
551,D,M,philosophy,history,301,Apress,fast,others,old,hindi,medieval
552,G,D,science,autobiography,153,Orient Blackswan,medium,male,adult,hindi,medieval
553,D,R,science,misc,248,Orient Blackswan,slow,male,old,hindi,modern
554,Q,V,philosophy,physics,224,CRC,slow,female,old,hindi,modern
555,E,W,science,history,176,Penguin,medium,others,old,english,modern
556,L,W,philosophy,physics,180,Wiley,slow,others,old,hindi,modern
557,O,W,tech,computer_science,225,Wiley,slow,male,child,english,modern
558,C,H,science,history,156,Penguin,fast,male,adult,english,medieval
559,A,S,tech,signal_processing,339,HarperCollins,slow,others,old,english,medieval
560,R,M,nonfiction,novel,226,Orient Blackswan,medium,female,child,english,medieval
561,T,V,fiction,mathematics,319,HarperCollins,medium,female,old,english,medieval
562,G,V,nonfiction,signal_processing,336,Springer,slow,female,adult,hindi,ancient
563,Y,F,fiction,misc,189,HarperCollins,fast,others,child,hindi,ancient
564,K,Y,science,classic,330,CRC,medium,female,old,english,medieval
565,J,O,tech,physics,260,Springer,fast,others,old,hindi,ancient
566,T,B,nonfiction,misc,340,Springer,slow,female,old,english,medieval
567,U,B,science,history,175,CRC,slow,female,old,english,ancient
568,X,Y,fiction,physics,262,Penguin,medium,others,child,hindi,modern
569,O,P,fiction,comic,227,Penguin,fast,others,old,english,medieval
570,L,R,science,mathematics,221,CRC,medium,others,child,hindi,modern
571,L,N,science,classic,218,Penguin,slow,male,adult,hindi,ancient
572,D,N,tech,computer_science,308,Wiley,slow,others,adult,english,medieval
573,N,K,fiction,computer_science,221,Springer,slow,male,old,hindi,modern
574,W,L,philosophy,autobiography,209,Apress,slow,male,adult,hindi,ancient
575,M,K,fiction,novel,205,Apress,fast,male,adult,hindi,ancient
576,Q,O,fiction,psychology,167,Orient Blackswan,medium,male,child,english,modern
577,P,P,tech,trivia,348,Penguin,slow,male,old,hindi,medieval
578,T,B,nonfiction,economics,162,Orient Blackswan,fast,others,adult,english,medieval
579,M,X,fiction,signal_processing,205,Springer,fast,male,adult,english,medieval
580,T,H,philosophy,classic,341,Penguin,fast,female,child,english,ancient
581,Q,F,tech,misc,348,CRC,fast,others,child,hindi,medieval
582,R,J,philosophy,psychology,157,Penguin,slow,others,child,english,modern
583,Z,M,tech,classic,296,Wiley,slow,others,adult,english,ancient
584,V,W,fiction,legal,246,Penguin,slow,others,child,english,medieval
585,J,E,philosophy,legal,183,HarperCollins,medium,others,adult,english,modern
586,D,I,philosophy,trivia,274,Penguin,slow,others,old,hindi,modern
587,J,U,nonfiction,data_science,228,Penguin,fast,female,child,english,modern
588,Y,C,fiction,psychology,210,HarperCollins,slow,others,adult,hindi,ancient
589,H,P,fiction,signal_processing,280,Springer,slow,male,child,english,medieval
590,J,M,nonfiction,autobiography,217,CRC,slow,female,adult,hindi,ancient
591,R,Q,philosophy,history,287,Apress,slow,male,child,english,medieval
592,C,M,fiction,mathematics,201,CRC,medium,others,child,english,modern
593,Q,H,science,autobiography,155,HarperCollins,fast,male,old,hindi,ancient
594,P,V,philosophy,signal_processing,326,HarperCollins,medium,others,child,hindi,medieval
595,N,M,nonfiction,signal_processing,181,Orient Blackswan,slow,male,old,hindi,ancient
596,B,X,philosophy,economics,266,CRC,slow,male,adult,english,medieval
597,K,Z,tech,misc,269,CRC,fast,others,adult,english,modern
598,J,P,philosophy,psychology,158,Penguin,medium,male,old,hindi,medieval
599,Z,V,philosophy,history,178,HarperCollins,slow,female,child,english,ancient
600,Z,O,fiction,physics,298,Wiley,fast,others,child,hindi,ancient
601,U,G,nonfiction,novel,181,Penguin,slow,others,old,hindi,medieval
602,M,L,science,mathematics,246,Orient Blackswan,medium,female,adult,english,ancient
603,C,D,science,legal,208,Wiley,medium,others,child,hindi,modern
604,K,S,science,computer_science,253,Orient Blackswan,slow,male,child,english,ancient
605,I,Y,fiction,trivia,257,Springer,medium,male,child,english,medieval
606,Q,P,tech,novel,264,Wiley,fast,others,old,hindi,modern
607,A,G,nonfiction,economics,222,HarperCollins,fast,male,child,hindi,modern
608,X,N,nonfiction,comic,255,Orient Blackswan,fast,male,child,hindi,modern
609,J,T,nonfiction,mathematics,228,Orient Blackswan,slow,others,adult,english,ancient
610,O,F,nonfiction,economics,278,Apress,fast,male,adult,hindi,medieval
611,Q,W,tech,economics,198,Wiley,slow,others,adult,english,medieval
612,C,Y,tech,psychology,178,Penguin,medium,others,old,english,modern
613,I,O,nonfiction,signal_processing,237,HarperCollins,medium,male,child,english,medieval
614,S,I,nonfiction,mathematics,296,Wiley,medium,others,child,hindi,medieval
615,Z,U,fiction,history,274,CRC,fast,others,old,hindi,medieval
616,R,V,nonfiction,signal_processing,222,Springer,medium,others,adult,english,medieval
617,X,S,tech,comic,172,HarperCollins,medium,others,child,hindi,medieval
618,I,Q,philosophy,psychology,152,HarperCollins,slow,female,child,hindi,ancient
619,R,X,philosophy,comic,283,CRC,slow,female,child,english,medieval
620,F,J,tech,history,302,CRC,fast,others,adult,english,modern
621,S,D,nonfiction,legal,171,Wiley,fast,male,adult,hindi,ancient
622,J,Q,fiction,data_science,220,CRC,medium,others,child,english,ancient
623,H,V,science,legal,305,Orient Blackswan,medium,others,adult,hindi,modern
624,K,M,philosophy,legal,176,HarperCollins,fast,male,child,english,medieval
625,Y,L,nonfiction,data_science,348,Wiley,medium,others,old,english,medieval
626,U,J,philosophy,legal,288,HarperCollins,fast,male,old,english,ancient
627,N,K,science,physics,244,Penguin,medium,female,child,hindi,ancient
628,J,K,fiction,history,219,CRC,medium,others,child,hindi,modern
629,E,A,fiction,misc,249,Orient Blackswan,slow,male,adult,english,medieval
630,M,H,science,computer_science,272,Penguin,slow,others,child,english,medieval
631,I,A,tech,psychology,167,CRC,fast,female,adult,english,ancient
632,A,I,philosophy,misc,280,Apress,medium,male,old,english,ancient
633,Y,S,philosophy,autobiography,320,Wiley,slow,female,old,hindi,modern
634,M,G,science,psychology,226,Apress,slow,female,adult,english,ancient
635,K,B,fiction,physics,335,Springer,slow,male,old,hindi,modern
636,G,Q,fiction,trivia,228,Orient Blackswan,fast,others,child,english,medieval
637,C,V,philosophy,comic,292,Apress,slow,male,old,english,ancient
638,N,J,science,history,208,Apress,slow,male,old,english,medieval
639,F,F,science,autobiography,285,HarperCollins,slow,female,adult,english,ancient
640,N,O,tech,classic,322,Springer,fast,female,child,hindi,medieval
641,B,P,tech,legal,288,CRC,medium,female,adult,english,ancient
642,W,B,fiction,economics,334,Penguin,fast,female,old,hindi,modern
643,R,M,tech,misc,150,Apress,fast,male,old,english,medieval
644,L,F,fiction,signal_processing,175,Wiley,medium,others,adult,hindi,modern
645,O,L,science,psychology,232,Penguin,fast,male,child,hindi,medieval
646,R,I,science,signal_processing,226,Orient Blackswan,slow,female,old,hindi,ancient
647,D,C,fiction,novel,247,Orient Blackswan,medium,others,child,english,medieval
648,L,F,fiction,trivia,255,Orient Blackswan,medium,others,adult,hindi,modern
649,Z,Z,fiction,computer_science,180,Apress,fast,others,child,hindi,ancient
650,U,A,fiction,history,332,Penguin,slow,female,adult,english,ancient
651,Q,O,science,classic,159,Springer,slow,male,old,hindi,ancient
652,T,C,science,comic,201,Apress,slow,male,old,hindi,medieval
653,F,Q,philosophy,psychology,202,Penguin,slow,female,old,hindi,medieval
654,A,J,fiction,psychology,315,Penguin,fast,others,adult,hindi,ancient
655,D,Q,science,misc,227,HarperCollins,medium,female,child,english,ancient
656,E,D,nonfiction,classic,153,Penguin,slow,female,old,english,medieval
657,W,U,nonfiction,comic,205,Penguin,medium,male,child,english,ancient
658,R,C,tech,classic,274,Penguin,medium,male,adult,english,medieval
659,P,Q,science,mathematics,174,Wiley,slow,male,old,english,medieval
660,C,U,philosophy,autobiography,304,Wiley,slow,female,old,hindi,ancient
661,F,K,science,misc,196,CRC,fast,others,old,hindi,ancient
662,Z,S,philosophy,autobiography,344,CRC,fast,others,old,hindi,medieval
663,D,D,science,history,235,Apress,slow,female,adult,hindi,ancient
664,G,E,fiction,history,319,CRC,slow,others,old,hindi,modern
665,N,Y,science,computer_science,172,Orient Blackswan,slow,female,child,english,modern
666,N,G,nonfiction,psychology,220,Springer,fast,others,child,hindi,modern
667,O,X,fiction,novel,197,Penguin,fast,others,child,hindi,ancient
668,R,U,fiction,mathematics,266,Springer,fast,others,old,hindi,ancient
669,A,P,science,physics,230,Penguin,slow,male,child,english,modern
670,U,C,nonfiction,signal_processing,284,CRC,slow,male,adult,english,modern
671,E,I,nonfiction,autobiography,238,Wiley,slow,female,adult,hindi,modern
672,E,G,science,physics,168,Penguin,medium,female,child,hindi,ancient
673,S,G,philosophy,trivia,268,Penguin,medium,female,adult,hindi,medieval
674,Y,X,nonfiction,history,190,Apress,slow,male,child,hindi,medieval
675,P,M,philosophy,physics,345,Penguin,slow,female,old,english,ancient
676,G,T,nonfiction,autobiography,303,Springer,slow,female,child,hindi,medieval
677,P,F,science,misc,218,Orient Blackswan,fast,female,adult,hindi,modern
678,U,O,fiction,data_science,195,CRC,slow,female,child,hindi,medieval
679,T,Z,science,economics,208,HarperCollins,slow,others,adult,english,medieval
680,Q,E,tech,physics,248,Springer,slow,male,old,hindi,ancient
681,R,Q,philosophy,comic,177,HarperCollins,medium,others,old,english,modern
682,M,N,nonfiction,data_science,217,CRC,fast,male,adult,english,medieval
683,K,I,fiction,classic,299,Springer,medium,female,adult,hindi,modern
684,W,I,nonfiction,mathematics,182,Penguin,medium,female,old,english,medieval
685,M,Z,science,novel,334,Apress,slow,others,child,english,medieval
686,P,B,tech,trivia,328,CRC,slow,male,old,hindi,ancient
687,C,O,fiction,signal_processing,185,Orient Blackswan,slow,others,old,hindi,modern
688,I,T,tech,history,190,HarperCollins,slow,female,adult,english,ancient
689,I,D,tech,autobiography,252,Penguin,slow,male,child,english,modern
690,T,E,philosophy,mathematics,209,Orient Blackswan,medium,male,old,hindi,ancient
691,L,Q,science,history,344,HarperCollins,medium,others,child,english,ancient
692,Q,P,fiction,misc,251,Apress,slow,female,child,hindi,modern
693,S,W,philosophy,mathematics,203,Penguin,fast,female,adult,hindi,modern
694,Q,T,nonfiction,data_science,181,HarperCollins,fast,others,child,english,medieval
695,W,U,tech,autobiography,220,Orient Blackswan,slow,female,child,hindi,modern
696,F,X,tech,signal_processing,177,Penguin,medium,others,child,hindi,ancient
697,D,B,nonfiction,classic,204,CRC,slow,female,adult,hindi,modern
698,M,T,science,signal_processing,219,Penguin,medium,male,child,hindi,ancient
699,W,R,fiction,physics,293,Orient Blackswan,fast,others,child,hindi,medieval
700,E,Q,philosophy,autobiography,284,Penguin,slow,others,old,english,modern
701,G,V,fiction,novel,153,Apress,slow,female,old,hindi,modern
